sustainability_rating,eco_friendly_manufacturing,carbon_footprint,water_usage,waste_production,recycling_programs,average_price,product_nameproduct_category,sustainability_status,eco_index,sustainability_level,brand_name,brand_category,country_name,region,year,material_type,renewable,product_line,target_audience,market_trend,trend_score,certification,cert_type
3.25,0,1.46,407,3.83,1,37.94,PureBar - Garden,Partially Sustainable,6.406,High,PlanetWell,Local,Germany,Europe,2017,Aluminum,Partial,Garden,Household,Declining,1,EU Ecolabel,Environmental
5.0,1,39.51,186,1.23,0,83.6,ReBottle - Toys,Partially Sustainable,3.584,Medium,EnviroGoods,Startup,France,Europe,2018,Stainless Steel,No,Toys,Kids,Rising,3,EU Ecolabel,Environmental
3.55,0,20.06,386,5.3,1,28.33,BioShirt - Kitchenware,Partially Sustainable,5.914,Medium,LeafyLiving,Multinational,Egypt,Africa,2022,Recycled Plastic,Partial,Kitchenware,Household,Declining,1,EU Ecolabel,Environmental
2.98,0,13.59,453,3.05,0,14.11,EcoPack - Toys,Not Sustainable,2.623,Low,EnviroGoods,Startup,Egypt,Africa,2020,Bamboo,Yes,Toys,Kids,Rising,3,None,None
3.6,1,15.1,2379,0.4,0,47.37,PureShirt - Toys,Partially Sustainable,3.128,Medium,LeafyLiving,Multinational,Italy,Europe,2021,Stainless Steel,No,Toys,Kids,Rising,3,Rainforest Alliance,Environmental
4.62,1,1.81,191,2.56,0,20.09,PureShirt - Toys,Partially Sustainable,4.538,Medium,GreenRoots,Local,Spain,Europe,2016,Stainless Steel,No,Toys,Kids,Stable,2,Fair Trade,Ethical
2.8,0,8.16,4075,11.97,0,42.07,GreenJar - Home,Not Sustainable,2.589,Low,EarthKind,Local,India,Asia,2018,Bamboo,Yes,Home,Household,Rising,3,None,None
4.15,0,5.34,176,6.11,0,18.17,GreenJar - Personal Care,Not Sustainable,3.94,Medium,EcoMate,Startup,Spain,Europe,2025,Bioplastic,Yes,Personal Care,Adults,Stable,2,GOTS,Environmental
4.14,1,13.04,212,7.48,1,43.06,EcoToy - Garden,Fully Sustainable,7.325,High,PlanetWell,Local,India,Asia,2024,Organic Cotton,Yes,Garden,Household,Stable,2,None,None
3.18,0,70.48,121,8.32,0,35.7,ReBottle - Garden,Not Sustainable,1.865,Low,PlanetWell,Local,China,Asia,2025,Recycled Plastic,Partial,Garden,Household,Declining,1,Cradle to Cradle,Environmental
3.22,0,30.27,97,10.89,0,24.43,EcoToy - Personal Care,Not Sustainable,2.472,Low,BluePlanet,Multinational,Italy,Europe,2025,Glass,Partial,Personal Care,Adults,Rising,3,FSC,Environmental
3.03,1,66.02,199,1.39,0,1.95,TerraBar - Garden,Partially Sustainable,1.825,Low,TerraLeaf,Local,France,Europe,2025,Bamboo,Yes,Garden,Household,Declining,1,Cradle to Cradle,Environmental
4.05,1,4.73,2809,0.62,1,60.95,EcoToy - Clothing,Fully Sustainable,7.734,High,NatureNest,Local,Turkey,Asia,2019,Hemp,Yes,Clothing,Adults,Declining,1,Rainforest Alliance,Environmental
3.69,1,17.22,198,6.18,0,31.34,TerraBar - Personal Care,Partially Sustainable,3.148,Medium,BioBloom,Local,France,Europe,2025,Hemp,Yes,Personal Care,Adults,Stable,2,GOTS,Environmental
4.49,1,16.73,359,2.65,0,39.05,GreenToy - Home,Partially Sustainable,3.846,Medium,NatureNest,Local,India,Asia,2025,Hemp,Yes,Home,Household,Stable,2,Cradle to Cradle,Environmental
3.78,1,3.34,73,8.27,0,35.36,BioCup - Office Supplies,Partially Sustainable,3.658,Medium,EarthKind,Local,Spain,Europe,2025,Stainless Steel,No,Office Supplies,Business,Stable,2,None,None
3.33,1,21.53,644,2.85,0,16.63,EcoBrush - Personal Care,Partially Sustainable,2.74,Low,Sustainify,Startup,Germany,Europe,2020,Paperboard,Yes,Personal Care,Adults,Rising,3,Energy Star,Energy
3.68,1,7.15,623,0.93,0,47.24,PureBar - Personal Care,Partially Sustainable,3.434,Medium,Earthly,Local,Vietnam,Asia,2023,Organic Cotton,Yes,Personal Care,Adults,Declining,1,EU Ecolabel,Environmental
3.93,1,22.81,1153,18.41,1,49.52,GreenCup - Toys,Partially Sustainable,6.4,High,Sustainify,Startup,Vietnam,Asia,2024,Bamboo,Yes,Toys,Kids,Declining,1,ISO14001,Environmental
1.84,0,9.19,313,6.39,0,21.16,ReJar - Garden,Not Sustainable,1.685,Low,BluePlanet,Multinational,Germany,Europe,2023,Glass,Partial,Garden,Household,Rising,3,EU Ecolabel,Environmental
2.85,0,29.42,198,2.94,0,2.4,BioBottle - Electronics Accessories,Not Sustainable,2.202,Low,BluePlanet,Multinational,India,Asia,2021,Stainless Steel,No,Electronics Accessories,Business,Declining,1,ISO14001,Environmental
2.67,0,6.67,160,13.66,0,7.46,PureCup - Home,Not Sustainable,2.503,Low,EcoSense,Local,Turkey,Asia,2023,Recycled Plastic,Partial,Home,Household,Stable,2,None,None
5.0,1,20.97,321,1.53,0,55.5,GreenBottle - Garden,Partially Sustainable,4.133,Medium,BluePlanet,Multinational,France,Europe,2017,Hemp,Yes,Garden,Household,Stable,2,None,None
2.98,0,26.52,10179,4.56,1,42.04,EcoToy - Electronics Accessories,Not Sustainable,4.711,Medium,EnviroGoods,Startup,France,Europe,2020,Glass,Partial,Electronics Accessories,Business,Rising,3,EU Ecolabel,Environmental
2.87,0,23.43,4080,2.89,0,50.89,GreenBottle - Personal Care,Not Sustainable,2.325,Low,EarthKind,Local,USA,Americas,2015,Aluminum,Partial,Personal Care,Adults,Declining,1,None,None
4.14,0,9.45,711,9.46,1,45.73,BioPack - Office Supplies,Partially Sustainable,7.565,High,TerraLeaf,Local,Egypt,Africa,2019,Glass,Partial,Office Supplies,Business,Stable,2,GOTS,Environmental
2.09,0,14.82,457,5.56,0,25.21,GreenBrush - Garden,Not Sustainable,1.82,Low,PlanetWell,Local,China,Asia,2015,Glass,Partial,Garden,Household,Rising,3,None,None
3.66,1,5.04,606,7.52,1,40.0,PureTowel - Clothing,Partially Sustainable,6.969,High,GreenWorks,Startup,Spain,Europe,2023,Glass,Partial,Clothing,Adults,Declining,1,Rainforest Alliance,Environmental
4.47,1,34.57,523,3.47,1,14.79,TerraBrush - Office Supplies,Fully Sustainable,6.643,High,Sustainify,Startup,Spain,Europe,2025,Recycled Plastic,Partial,Office Supplies,Business,Declining,1,Cradle to Cradle,Environmental
3.89,1,21.99,497,1.31,0,17.68,BioShirt - Packaging,Partially Sustainable,3.189,Medium,GreenWorks,Startup,Brazil,Americas,2022,Organic Cotton,Yes,Packaging,Business,Declining,1,None,None
4.45,1,14.52,687,3.8,0,39.95,BioBrush - Toys,Partially Sustainable,3.886,Medium,NatureNest,Local,Germany,Europe,2025,Recycled Plastic,Partial,Toys,Kids,Rising,3,None,None
4.34,0,9.32,351,2.5,1,31.88,ReJar - Personal Care,Partially Sustainable,7.94,High,GreenWave,Startup,Spain,Europe,2017,Paperboard,Yes,Personal Care,Adults,Rising,3,GOTS,Environmental
3.22,0,27.28,247,14.68,0,13.78,GreenBrush - Toys,Not Sustainable,2.53,Low,EcoPure,Local,India,Asia,2018,Organic Cotton,Yes,Toys,Kids,Stable,2,Cradle to Cradle,Environmental
3.33,0,13.62,2409,5.53,0,43.78,BioShirt - Clothing,Not Sustainable,2.931,Low,EcoSense,Local,India,Asia,2015,Glass,Partial,Clothing,Adults,Declining,1,Rainforest Alliance,Environmental
2.16,0,39.21,1753,6.31,0,32.58,BioBrush - Personal Care,Not Sustainable,1.552,Low,NatureNest,Local,Brazil,Americas,2021,Paperboard,Yes,Personal Care,Adults,Stable,2,None,None
3.03,0,94.67,7329,3.55,0,18.62,BioShirt - Personal Care,Not Sustainable,1.556,Low,EcoCraft,Multinational,China,Asia,2021,Recycled Plastic,Partial,Personal Care,Adults,Declining,1,Energy Star,Energy
4.81,1,65.8,145,2.36,0,38.87,BioJar - Kitchenware,Partially Sustainable,2.901,Low,TerraLeaf,Local,Turkey,Asia,2025,Aluminum,Partial,Kitchenware,Household,Rising,3,FSC,Environmental
2.29,0,11.52,173,2.86,0,17.38,BioBrush - Clothing,Not Sustainable,2.053,Low,EcoPure,Local,Vietnam,Asia,2020,Hemp,Yes,Clothing,Adults,Rising,3,None,None
3.71,1,88.9,114,10.42,1,28.89,TerraBottle - Toys,Partially Sustainable,3.928,Medium,Sustainify,Startup,Egypt,Africa,2017,Paperboard,Yes,Toys,Kids,Stable,2,EU Ecolabel,Environmental
3.46,0,39.92,106,6.37,0,32.1,TerraToy - Home,Not Sustainable,2.473,Low,VerdeVibe,Local,USA,Americas,2025,Paperboard,Yes,Home,Household,Declining,1,Fair Trade,Ethical
3.94,1,23.5,6730,2.31,1,26.44,GreenBrush - Personal Care,Partially Sustainable,6.381,High,EnviroGoods,Startup,Turkey,Asia,2025,Aluminum,Partial,Personal Care,Adults,Stable,2,Cradle to Cradle,Environmental
2.94,1,13.63,222,14.62,0,45.71,PureShirt - Garden,Not Sustainable,2.587,Low,BioBloom,Local,India,Asia,2019,Paperboard,Yes,Garden,Household,Rising,3,None,None
2.99,0,10.18,827,3.02,0,34.39,ReShirt - Toys,Not Sustainable,2.714,Low,BluePlanet,Multinational,USA,Americas,2022,Recycled Plastic,Partial,Toys,Kids,Declining,1,EU Ecolabel,Environmental
3.68,0,4.18,2447,21.76,0,22.61,PureShirt - Personal Care,Not Sustainable,3.532,Medium,Earthly,Local,France,Europe,2019,Aluminum,Partial,Personal Care,Adults,Stable,2,Cradle to Cradle,Environmental
3.15,1,29.69,669,8.69,0,56.65,PureShirt - Toys,Partially Sustainable,2.429,Low,PureCycle,Local,USA,Americas,2018,Paperboard,Yes,Toys,Kids,Stable,2,Cradle to Cradle,Environmental
3.34,0,9.48,80,2.4,0,27.9,ReShirt - Home,Not Sustainable,3.051,Medium,TerraLeaf,Local,India,Asia,2021,Paperboard,Yes,Home,Household,Rising,3,Rainforest Alliance,Environmental
5.0,1,7.63,336,3.27,0,62.83,PureTowel - Office Supplies,Partially Sustainable,4.646,Medium,BluePlanet,Multinational,UK,Europe,2025,Stainless Steel,No,Office Supplies,Business,Declining,1,Fair Trade,Ethical
5.0,1,7.53,142,8.5,1,55.23,BioBrush - Toys,Fully Sustainable,9.3,High,GreenRoots,Local,Egypt,Africa,2016,Stainless Steel,No,Toys,Kids,Declining,1,ISO14001,Environmental
5.0,1,22.96,167,5.65,1,61.63,TerraBrush - Personal Care,Fully Sustainable,8.133,High,PlanetWell,Local,China,Asia,2019,Glass,Partial,Personal Care,Adults,Declining,1,Energy Star,Energy
4.24,1,26.72,1162,11.07,1,58.13,TerraBottle - Personal Care,Fully Sustainable,6.692,High,TerraLeaf,Local,France,Europe,2025,Bamboo,Yes,Personal Care,Adults,Declining,1,Rainforest Alliance,Environmental
4.08,1,14.28,404,11.82,0,23.55,GreenBrush - Kitchenware,Partially Sustainable,3.57,Medium,GreenWorks,Startup,China,Asia,2015,Aluminum,Partial,Kitchenware,Household,Declining,1,None,None
3.83,1,12.28,378,13.26,0,36.17,EcoBottle - Kitchenware,Partially Sustainable,3.411,Medium,PlanetWell,Local,Spain,Europe,2019,Paperboard,Yes,Kitchenware,Household,Stable,2,FSC,Environmental
3.54,1,5.09,976,7.95,1,62.85,ReToy - Personal Care,Partially Sustainable,6.737,High,Sustainify,Startup,UK,Europe,2021,Paperboard,Yes,Personal Care,Adults,Stable,2,Rainforest Alliance,Environmental
3.22,0,27.2,591,19.6,0,25.77,GreenPack - Garden,Not Sustainable,2.531,Low,EnviroGoods,Startup,USA,Americas,2020,Stainless Steel,No,Garden,Household,Rising,3,Energy Star,Energy
3.75,0,34.22,468,2.85,0,35.41,BioToy - Kitchenware,Not Sustainable,2.794,Low,EarthKind,Local,China,Asia,2015,Aluminum,Partial,Kitchenware,Household,Rising,3,Fair Trade,Ethical
4.47,1,5.38,353,1.97,0,57.63,GreenBrush - Garden,Partially Sustainable,4.242,Medium,PureCycle,Local,USA,Americas,2022,Stainless Steel,No,Garden,Household,Rising,3,GOTS,Environmental
2.13,1,17.32,956,24.12,0,15.31,EcoTowel - Garden,Not Sustainable,1.816,Low,BluePlanet,Multinational,Germany,Europe,2018,Bioplastic,Yes,Garden,Household,Stable,2,None,None
3.0,0,153.11,82,0.68,0,31.6,TerraCup - Office Supplies,Not Sustainable,1.185,Low,EarthKind,Local,India,Asia,2020,Hemp,Yes,Office Supplies,Business,Rising,3,Rainforest Alliance,Environmental
3.05,0,8.28,1080,6.11,0,17.04,GreenToy - Home,Not Sustainable,2.817,Low,TerraLeaf,Local,Brazil,Americas,2023,Paperboard,Yes,Home,Household,Rising,3,GOTS,Environmental
2.35,1,67.86,1242,5.16,0,46.2,EcoBar - Office Supplies,Not Sustainable,1.4,Low,GreenWave,Startup,France,Europe,2020,Bamboo,Yes,Office Supplies,Business,Rising,3,None,None
2.54,1,5.83,234,5.21,0,24.05,PureTowel - Personal Care,Not Sustainable,2.4,Low,GreenWave,Startup,UK,Europe,2023,Paperboard,Yes,Personal Care,Adults,Stable,2,EU Ecolabel,Environmental
3.28,0,30.51,95,17.17,0,26.57,GreenBottle - Garden,Not Sustainable,2.513,Low,VerdeVibe,Local,Vietnam,Asia,2019,Bioplastic,Yes,Garden,Household,Declining,1,Energy Star,Energy
4.51,0,20.9,515,6.12,1,46.82,BioPack - Clothing,Partially Sustainable,7.461,High,NatureNest,Local,Turkey,Asia,2025,Recycled Plastic,Partial,Clothing,Adults,Declining,1,FSC,Environmental
4.08,1,63.76,429,7.55,0,34.45,EcoShirt - Kitchenware,Partially Sustainable,2.491,Low,EcoPure,Local,Italy,Europe,2022,Bamboo,Yes,Kitchenware,Household,Rising,3,ISO14001,Environmental
4.8,1,6.91,2371,3.33,1,21.54,TerraJar - Electronics Accessories,Fully Sustainable,8.98,High,PureCycle,Local,Egypt,Africa,2022,Bioplastic,Yes,Electronics Accessories,Business,Stable,2,Cradle to Cradle,Environmental
3.62,1,9.81,1067,2.43,1,24.51,BioBar - Garden,Partially Sustainable,6.593,High,EcoPure,Local,Vietnam,Asia,2017,Stainless Steel,No,Garden,Household,Declining,1,EU Ecolabel,Environmental
1.8,0,21.28,36,1.51,0,24.41,PurePack - Packaging,Not Sustainable,1.484,Low,BluePlanet,Multinational,France,Europe,2020,Stainless Steel,No,Packaging,Business,Declining,1,None,None
4.21,0,24.84,102,3.72,0,37.05,ReJar - Packaging,Not Sustainable,3.372,Medium,EcoCraft,Multinational,France,Europe,2019,Glass,Partial,Packaging,Business,Declining,1,ISO14001,Environmental
2.46,0,123.4,1579,4.52,0,20.0,TerraBrush - Packaging,Not Sustainable,1.101,Low,GreenWave,Startup,UK,Europe,2020,Stainless Steel,No,Packaging,Business,Stable,2,None,None
3.69,1,2.46,283,2.34,1,16.88,ReCup - Home,Partially Sustainable,7.203,High,EnviroGoods,Startup,Brazil,Americas,2020,Bamboo,Yes,Home,Household,Stable,2,FSC,Environmental
3.25,0,130.67,938,2.82,0,36.09,TerraPack - Packaging,Not Sustainable,1.409,Low,EcoSense,Local,Germany,Europe,2018,Stainless Steel,No,Packaging,Business,Rising,3,GOTS,Environmental
4.76,1,34.7,296,1.95,1,53.07,ReJar - Home,Fully Sustainable,7.068,High,ReNewCo,Local,Egypt,Africa,2025,Stainless Steel,No,Home,Household,Stable,2,Rainforest Alliance,Environmental
3.85,0,44.26,778,10.75,0,25.47,GreenPack - Personal Care,Not Sustainable,2.669,Low,BioBloom,Local,Spain,Europe,2017,Organic Cotton,Yes,Personal Care,Adults,Stable,2,FSC,Environmental
4.69,0,17.13,3406,1.9,1,67.94,PureTowel - Electronics Accessories,Partially Sustainable,8.008,High,PlanetWell,Local,Turkey,Asia,2019,Organic Cotton,Yes,Electronics Accessories,Business,Declining,1,None,None
3.68,1,9.92,213,3.24,0,38.16,BioShirt - Packaging,Partially Sustainable,3.348,Medium,Sustainify,Startup,Egypt,Africa,2021,Paperboard,Yes,Packaging,Business,Rising,3,None,None
3.97,1,9.83,340,28.05,0,60.61,BioPack - Personal Care,Partially Sustainable,3.615,Medium,GreenWave,Startup,India,Asia,2022,Stainless Steel,No,Personal Care,Adults,Declining,1,FSC,Environmental
3.89,1,18.56,414,7.2,0,18.56,BioPack - Clothing,Partially Sustainable,3.281,Medium,BioBloom,Local,Turkey,Asia,2017,Paperboard,Yes,Clothing,Adults,Declining,1,Rainforest Alliance,Environmental
3.27,0,4.06,697,8.4,0,20.45,PureBar - Home,Not Sustainable,3.142,Medium,Sustainify,Startup,Italy,Europe,2025,Hemp,Yes,Home,Household,Stable,2,GOTS,Environmental
4.92,1,3.85,45,4.13,1,59.91,TerraBottle - Packaging,Fully Sustainable,9.475,High,EcoSense,Local,Turkey,Asia,2018,Organic Cotton,Yes,Packaging,Business,Stable,2,Energy Star,Energy
5.0,1,8.09,938,3.21,1,42.41,ReBrush - Packaging,Fully Sustainable,9.252,High,EcoCraft,Multinational,Spain,Europe,2020,Glass,Partial,Packaging,Business,Rising,3,EU Ecolabel,Environmental
4.3,1,30.34,47,14.42,1,58.7,GreenToy - Personal Care,Fully Sustainable,6.598,High,PlanetWell,Local,Vietnam,Asia,2016,Aluminum,Partial,Personal Care,Adults,Stable,2,Fair Trade,Ethical
2.94,0,35.3,863,6.34,0,16.15,TerraJar - Electronics Accessories,Not Sustainable,2.173,Low,LeafyLiving,Multinational,Vietnam,Asia,2023,Paperboard,Yes,Electronics Accessories,Business,Rising,3,None,None
2.9,0,23.44,1972,8.24,1,18.44,TerraBrush - Office Supplies,Not Sustainable,4.699,Medium,GreenRoots,Local,Vietnam,Asia,2020,Recycled Plastic,Partial,Office Supplies,Business,Declining,1,ISO14001,Environmental
4.19,1,0.95,1301,0.82,0,31.46,GreenBottle - Garden,Partially Sustainable,4.151,Medium,EarthKind,Local,USA,Americas,2020,Stainless Steel,No,Garden,Household,Rising,3,Cradle to Cradle,Environmental
2.49,0,7.45,2199,3.6,1,25.1,ReBottle - Garden,Not Sustainable,4.635,Medium,BluePlanet,Multinational,USA,Americas,2023,Hemp,Yes,Garden,Household,Declining,1,EU Ecolabel,Environmental
3.46,0,32.75,447,1.42,1,44.54,TerraBottle - Toys,Partially Sustainable,5.213,Medium,EnviroGoods,Startup,India,Asia,2015,Glass,Partial,Toys,Kids,Declining,1,GOTS,Environmental
3.06,0,4.83,275,18.89,0,38.35,GreenTowel - Kitchenware,Not Sustainable,2.919,Low,TerraLeaf,Local,UK,Europe,2015,Aluminum,Partial,Kitchenware,Household,Stable,2,EU Ecolabel,Environmental
3.19,1,15.55,300,30.91,0,32.63,GreenBrush - Home,Partially Sustainable,2.761,Low,EnviroGoods,Startup,China,Asia,2025,Stainless Steel,No,Home,Household,Rising,3,Cradle to Cradle,Environmental
3.89,1,50.06,477,3.28,0,30.95,GreenBrush - Garden,Partially Sustainable,2.592,Low,EarthKind,Local,Vietnam,Asia,2018,Organic Cotton,Yes,Garden,Household,Declining,1,Cradle to Cradle,Environmental
3.44,0,19.7,983,4.75,0,40.39,TerraBottle - Home,Not Sustainable,2.874,Low,EnviroGoods,Startup,Germany,Europe,2018,Paperboard,Yes,Home,Household,Rising,3,EU Ecolabel,Environmental
3.43,0,22.19,37,10.37,0,34.5,GreenJar - Clothing,Not Sustainable,2.807,Low,ReNewCo,Local,Germany,Europe,2016,Recycled Plastic,Partial,Clothing,Adults,Rising,3,None,None
4.4,1,0.85,3774,3.3,0,55.62,TerraToy - Electronics Accessories,Partially Sustainable,4.363,Medium,ReNewCo,Local,France,Europe,2018,Organic Cotton,Yes,Electronics Accessories,Business,Declining,1,Rainforest Alliance,Environmental
2.56,1,49.14,151,3.09,0,49.31,ReTowel - Clothing,Not Sustainable,1.717,Low,ReNewCo,Local,India,Asia,2017,Stainless Steel,No,Clothing,Adults,Declining,1,ISO14001,Environmental
3.33,0,26.27,1206,7.24,0,30.56,GreenBar - Office Supplies,Not Sustainable,2.637,Low,Earthly,Local,UK,Europe,2015,Bioplastic,Yes,Office Supplies,Business,Stable,2,EU Ecolabel,Environmental
3.83,1,201.22,340,5.03,0,49.06,GreenBottle - Packaging,Partially Sustainable,1.271,Low,PlanetWell,Local,Brazil,Americas,2017,Stainless Steel,No,Packaging,Business,Declining,1,Fair Trade,Ethical
4.49,1,48.91,645,1.31,1,64.4,ReShirt - Packaging,Fully Sustainable,6.03,High,Earthly,Local,Brazil,Americas,2021,Stainless Steel,No,Packaging,Business,Rising,3,Rainforest Alliance,Environmental
2.47,0,37.03,222,5.2,1,24.63,EcoPack - Packaging,Not Sustainable,3.605,Medium,BluePlanet,Multinational,Turkey,Asia,2016,Stainless Steel,No,Packaging,Business,Stable,2,None,None
3.79,1,28.08,2564,6.36,1,29.24,PurePack - Toys,Partially Sustainable,5.918,Medium,EcoMate,Startup,Vietnam,Asia,2025,Stainless Steel,No,Toys,Kids,Stable,2,None,None
4.37,1,50.83,71,6.45,0,49.22,BioCup - Kitchenware,Partially Sustainable,2.897,Low,BioBloom,Local,Vietnam,Asia,2022,Glass,Partial,Kitchenware,Household,Rising,3,Cradle to Cradle,Environmental
3.23,0,86.2,365,5.3,0,24.7,ReJar - Garden,Not Sustainable,1.735,Low,EnviroGoods,Startup,UK,Europe,2023,Bioplastic,Yes,Garden,Household,Stable,2,GOTS,Environmental
3.51,1,6.69,71,18.78,1,17.4,EcoCup - Electronics Accessories,Partially Sustainable,6.58,High,GreenWave,Startup,Germany,Europe,2020,Bioplastic,Yes,Electronics Accessories,Business,Declining,1,Fair Trade,Ethical
2.61,0,3.05,244,1.63,1,45.73,GreenBrush - Electronics Accessories,Not Sustainable,5.066,Medium,Earthly,Local,Italy,Europe,2024,Hemp,Yes,Electronics Accessories,Business,Stable,2,ISO14001,Environmental
4.41,1,7.68,4582,9.04,0,34.23,ReBrush - Toys,Partially Sustainable,4.095,Medium,GreenWave,Startup,India,Asia,2022,Paperboard,Yes,Toys,Kids,Rising,3,Fair Trade,Ethical
1.25,0,389.92,149,1.6,0,22.84,EcoTowel - Home,Not Sustainable,0.255,Low,EcoSense,Local,USA,Americas,2023,Organic Cotton,Yes,Home,Household,Declining,1,None,None
5.0,1,51.12,506,5.67,1,57.8,EcoJar - Office Supplies,Fully Sustainable,6.617,High,EarthKind,Local,Spain,Europe,2018,Recycled Plastic,Partial,Office Supplies,Business,Stable,2,Rainforest Alliance,Environmental
4.18,1,21.7,372,3.7,1,25.49,TerraCup - Office Supplies,Fully Sustainable,6.869,High,EcoSense,Local,Egypt,Africa,2015,Stainless Steel,No,Office Supplies,Business,Declining,1,Energy Star,Energy
3.25,0,3.98,386,1.94,0,10.95,PurePack - Home,Not Sustainable,3.126,Medium,GreenWorks,Startup,France,Europe,2025,Hemp,Yes,Home,Household,Rising,3,Cradle to Cradle,Environmental
3.66,0,77.02,1157,1.06,1,16.76,GreenJar - Kitchenware,Partially Sustainable,4.135,Medium,PureCycle,Local,Italy,Europe,2023,Aluminum,Partial,Kitchenware,Household,Rising,3,Rainforest Alliance,Environmental
4.35,1,5.83,238,6.2,0,23.97,GreenTowel - Clothing,Partially Sustainable,4.11,Medium,EcoMate,Startup,Germany,Europe,2018,Aluminum,Partial,Clothing,Adults,Rising,3,EU Ecolabel,Environmental
3.59,1,5.15,190,5.87,1,7.01,TerraShirt - Kitchenware,Partially Sustainable,6.828,High,Earthly,Local,UK,Europe,2015,Organic Cotton,Yes,Kitchenware,Household,Declining,1,Rainforest Alliance,Environmental
3.9,0,17.47,694,5.06,0,54.46,EcoCup - Garden,Not Sustainable,3.32,Medium,GreenRoots,Local,Egypt,Africa,2018,Glass,Partial,Garden,Household,Stable,2,None,None
3.61,1,12.65,452,7.15,0,31.83,ReTowel - Clothing,Partially Sustainable,3.205,Medium,Earthly,Local,Italy,Europe,2025,Organic Cotton,Yes,Clothing,Adults,Rising,3,Fair Trade,Ethical
3.54,1,9.84,179,1.26,0,56.64,ReBar - Office Supplies,Partially Sustainable,3.223,Medium,TerraLeaf,Local,India,Asia,2017,Glass,Partial,Office Supplies,Business,Stable,2,EU Ecolabel,Environmental
2.38,1,14.06,238,12.55,1,14.38,BioBottle - Home,Not Sustainable,4.173,Medium,TerraLeaf,Local,France,Europe,2020,Organic Cotton,Yes,Home,Household,Stable,2,None,None
